painting,domi_emotion,utterance_combined
edvard-munch_count-harry-kessler-1906,positive,The way this man is standing he has confidence.This poise of a cowboy all dressed up in blue gives a strong sense of pride and harmony.The way the dark blue suit and light orange background contrast each other is pretty relaxing!
edvard-munch_spring-plowing-1916,positive,"The horses have broken free and running for their freedom.Two beautiful horse depicted, prettt exciting to see them on the canvas.The blurred lines and colors portray excitement because they seem to indicate motion."
egon-schiele_the-bridge-1913,positive,"I look around and see so many options; do i stay, or do i go?The bridge leads to new advertures.The image looks like a bridge with perfect colouring.The use of line leads the viewer's eye through the work showing movement."
emil-nolde_the-enthusiast,positive,"This is a very interesting painting based on the character painted green with a nude character.This one is just funny. the woman's face is so out of it, she looks high.Exagerrated features by these two characters and beautiful looking people."
franz-marc_the-red-deer-1912,positive,"The softness and the way the bodies flow show a serenity in the animals.Full of color. 'fanciful' isn't the right word, but it seems like you can feel movement.There seems to be a shaman feel in this photo with the two foxes.Scientists are surprised to discover that fawns will howl at the moon."
george-pemba_zulu-woman-unfinished-symphony-1941,positive,"The beauty in this picture,fashion style and culture.She looks like a badass. i wouldn't mess with her.This art is very unique, i like how she is drawn with the use of colors."
henri-matisse_interior-with-etruscan-vase-1940,positive,"The woman looks bored and makes me feel bored.A content-looking woman sits alone at a marble-topped table, in a plant-filled room. she gazes at oranges, lemons and grapefruits. i can practically smell the citrus oils.The colors are soothing put together like this. it makes the scene feel calm.Why have water when you can make lemonade."
henri-matisse_the-silence-that-lives-in-houses-1947,positive,"A younger person writing in a book, and other person siting with head in hand watching them write.The blue and yellow looks good with the outside colors.It looks like a mother and child reading at the table together.  i like that i can see outside their window in the background."
horia-bernea_houses-in-poiana-m-rului-1972,positive,"The red paint of the roof makes it look very rustic, like a quiet barn.The blue sky looks beautiful along with the tree.A lovely cabin in the woods with lots of deep tones of red and brown."
jose-gutierrez-solana_fish-and-crab,positive,"Fish and seafood are gross, but the reds in this excite me.The realistic positioning of the fish and crab conveys a feeling of hunger.The fish are placed enticingly making one excited for a fish meal."
jury-annenkov_the-intellectual,positive,"The swirling curved lines that form the man's hair and the unusual geometric shapes that are on his glasses make me laugh, as does his smile.This painting makes me, with funny drawing of a man.This is such a fun, comical line drawing with he integration of musical notes in the subject's hair."
marevna-(marie-vorobieff)_portrait-of-the-artist-s-daughter-marika-rivera-aged-23-with-a-lover,positive,This is sweet and soft and loving and peaceful.The attention to detail and the looks on the women's faces make this a nice portrait.The direction of these women appear to show support and also an erotic sense of love.
martiros-saryan_design-for-opera-by-a-spendiarov-almast-1939,positive,The women walking through the garden of a large building makes for a calming scene.The enclosed garden encloses you in the peaceful garden.I really like how the light colors make up the structures! its a good contrast.
nassos-daphnis_hybrizidation-1947,positive,The different colors are nice.  not a lot is going on here but i am content to look at the curved lines and the different colors.The red and yellow flowers look vibrant together.The balance of colors and shapes make this drawing of simple leaves look calming.
nicolae-tonitza_vase-with-summer-flowers,positive,The crackled paint and blurred lines create a relaxing environment.I love that the painting appears to have cracks all over. the contrast between the bold colors of the flowers and the dark background is excellent.The fractal panes are appealing and the red and white are very different from the black in an appealing way.
