painting,domi_emotion,utterance_combined
frans-hals_portrait-of-a-young-man,amusement,"The man in the painting has a roguish facial expression.The man's facial expression is mischevious and cocky.This guy looks funny to me, like he just said ""girl please, i'm not going to smile in this drawing""."
frans-hals_vincent-laurensz-van-der-vinne,contentment,I think the way that the artist painted the man's face is very realistic.  i especially like how the hair and the mustache of the man were captured.The young man has a mild smile to show his contentment.The expression on the man's face is one of being at ease.
frans-snyders_grapes-peaches-and-quinces-in-a-niche,contentment,The grapes dropping over the time remind me of how things are always within reach.Three different colored garpes with fresh pairs.  all look fresh because leaves are standing straight up and grapes are plump.The sight of fruit on a pedestal is always very calming to see.I like the brightness of the colors and the fruit looks good enough to eat.
gerard-terborch_mother-combing-the-hair-of-her-child,contentment,It's showing a sweet moment between mother and daughter.There is a lady sitting on a chair taking care of the hair of a little girl. they are on the old times wearing old traditional clothes.How the older lady is fixing the young child's hair.
gian-lorenzo-bernini_st-agnese(1),awe,"The fluidity of the robes is remarkable, for carving.You can almost feel her hair.The statue looks proper and calming.  it also look important to history."
guido-reni_saint-mark,awe,He is realizing that life is going by fast and he has to write his book.Who is the man draped in a sheet and taking notes? one's mind spins while you wonder about him.I feel awe at the impressive level of detail on display here and also because this appears to be a portrait of a scholarly individual who is possibly a biblical figure.The detail in this piece to be able to see the different pages is wild. i like that the artist even added in the wrinkles under the eyes.The detail put into painting this man makes it almost as real as a photograph.
guido-reni_the-toilet-of-venus-1623,contentment,"A woman naked is being attended to by three other women and a little girl by her lap.The girl in the chair looks like she's overdosing, but the light and shadow is phenomenal.The mother is being pampered while the child is at her side and they all seem content."
guido-reni_the-victorious-samson-1612,awe,Strong scene of conquer and power with death.There are many dead people around and this man is just enjoying a drink.The detail is all too real in this. im a little disturbed on why the person is stepping on bodies though.
ivan-nikitin_portrait-of-peter-the-great,contentment,"The man can't seem to decide which way to look.This man appears to be happy go lucky, and people in portraits during those times didn't always look like that.The guy looks like he's very calm and proud in the picture."
jacob-isaakszoon-van-ruisdael_the-ray-of-sunlight-1660,contentment,Very nice medieval setting. i love because im a huge medieval fan.The bright clouds contrast nicely with the shadowed landscape.The scenery looks a bit gloomy but the clouds are a powerful presence.
jacob-jordaens_portrait-of-the-painter-s-daughter-anna-catharina-oil-on-canvas,contentment,"I like the pureness of the girl in the picture.A pretty little girl is playing, and friendly animals show the peacefulness.This one is because its a child and she looks as though she is playing in a back yard."
jacob-jordaens_the-bean-king,excitement,"There is some kind of royal party happening, and it looks fun.Rich and luxurious colors and tones are used here in this feast with the king.The muted shades seem inviting and the people seem happy and celebratory."
jacob-jordaens_the-holy-family-with-characters-and-animals-in-a-boat-1652,awe,"The woman with her baby seems to be blessed by the heavens with their light clothes and aura.It appears as though the entire community is rallying together to travel on a voyage, with cattle, cargo, and sundry goods - and in the middle of it all is a mary and christ-child figure.   it makes me think of a grueling voyage sustained by faith.The men look exhausted from the day on the sea."
jan-steen_card-players,amusement,The women appears to be trying to give cards to the dog.That lady's hair style is very strange looking and her smile is silly.I like the way that the dog on the right has just given up and gone to sleep.
jan-steen_tavern-scene,contentment,"The image seems like a snapshot of life during a simplier time.This is an interesting scene, the dog looks like he's waiting for somebody to drop something.Feels really homey. the colors feel nostagic.How wonderful it must have been for these people to get together and really enjoy the companionship of each other."
