painting,domi_emotion,utterance_combined
ivan-bilibin_sketch-for-the-spectacle-honor-and-revenge-by-fiodor-sollogub-1908-1,amusement,"The man is posing despite is excessively flamboyant close and fat body, which is hilarious.Its like a fat jolly conquistador with a floppy sword, reminds me of the don quixote style goofiness of the time.The man's big belly and his colorful and oversize clothes make this an amusing painting."
j.-e.-h.-macdonald_algoma-waterfall-1920,something else,"Looks like everything is in the process of melting.I like how the waterfall cuts through the center of the picture.I feel confused. at first glance it is hard to decipher what this painting portrays. even so, everything is meshed together in a confusing way."
j.-e.-h.-macdonald_cathedral-peak-lake-o-hara-1927,awe,"Gorgeous scene - something out of montana or wyoming. a lovely panorama.This valley is really pretty, it reminds me of a place i'd like to go in real life.The peach colored mountains and the teal blue river create a really nice look.It's like looking at a nice view during a sunset. the use of color on the water, the mountains and the valley below is very nice."
j.-e.-h.-macdonald_the-solemn-land-1921,awe,This beautiful landscape painting makes me feel awe and transports me to times i've experienced gorgeous landscapes in person.The tan colored water flowed though the hills filled with the colors of fall.For some reason the style of this reminds me of feudal japan. the details in this are kind of animated but very real altogether. the water looks hyper realistic.
jacek-malczewski_hercules-on-the-crossroad,amusement,A proud dad stands by as young love is taking place behind him.The man looks like he's trying his darndest not to look at the two attractive women kissing.The man in the armor is not happy to see them kiss.
jacek-malczewski_portrait-of-edward-raczynski,disgust,The man appearing to be scholarly is instead surrounded by nude people.Men.  always wanting/having [naked] women flaunting themselves around them.Looks like a stern man with power. someone who abuses women and sees them as objects as he has many in the background with him but he is disinterested.
jan-toorop_the-desire-and-the-satisfaction-1893,something else,"The painting is kinda confusing, and disturbing.The nature of this painting is very mysterious, and all i can make out is a pair of eyes.The picture seems to have a hidden deeper meaning, but the colors are really muted and boring. i feel nothing by this."
jules-cheret_hippodrome-de-la-porte-maillot-paris-courses-1900,excitement,"The different typefaces, the lady on the galloping horse along with the horse riders in the background all lend an air of excitement.I really like the bright colors in the image! the splotch of bright red contrasts really well with the teal colors in the rest of the image!The smile on the ladys face looks real enough to be in the picture."
jules-cheret_taverne-olympia-restaurant-1896,amusement,"The couple in the artwork look like they are having a good time.  and the old fashioned costumes are nostalgic and fun!This feels fun to me, it's en francais, the woman's bright red dress makes me feel happy.It is a fun drawing of a movie, or advertisement. i like how high energy it is."
kay-nielsen_east-of-the-sun-and-west-of-the-moon-1914-3,awe,"The womens reflection looks like it has turned away from her as if ashamed of her life.Wow! definitely in awe of this ancient scene. it looks like an angel figure approaching a wise man at a like. the intricacies of the lake, the clothing, the plants around the lake... wow!This is a majestic scene of a knight by a magical pond."
koloman-moser_design-for-the-anniversary-stamp-with-austrian-emperor-joseph-ii-1908,something else,It's boring because the man's profile looks so standard like a coin or a stamp.He gives me the sense that he is regal and not to be messed with.A person posing for a stamp.It looks like it could be on a piece of currency.
koloman-moser_the-sketch-of-the-round-window-art-1897,awe,"This looks egyptian to me, the way the woman in the middle is posed, the blue wings are lovely, and her hairstyle looks egyptian to me.This looks like a beautiful mother nature angel, just letting the world grow from her womb.It looks like a stained glass art it is beautiful."
konstantin-somov_illustration-to-the-novel-daphnis-and-chloe-3,sadness,Men in helmets letting a tortured woman pass. it's disturbing and graphic.This looks like a group of men tormenting a young woman.The blonde woman looks to be in pain as she is whipped.
leon-bakst_arabic-dancer,fear,"The expression on the man's face is downright creepy.The mans white eyes make him look like he has been possessed.This looks like some sort of a witch doctor or sorceresses.The whites of the eyes look evil to me. overall, i like this painting though.This painting is both beautiful and scary. the dark creature looks like a demon or something and his eyes are very creepy."
